Sexo;Estado Civil;Anos de estudo;Formação;Tempo de empresa;Unidade;Departamento;Cargo;Salário;Bônus
Masculino;Casado;14;Sócio-econômicas;7;Rio de Janeiro;Vendas;Assistente;20,24;38,6
Feminino;Viúvo;18;Sócio-econômicas;20;Curitiba;Financeiro;Assistente;7,75;21,56
Masculino;Casado;21;Sócio-econômicas;23;Curitiba;Vendas;Gerente;45,05;170
Feminino;Casado;15;Exatas;7;Rio de Janeiro;Vendas;Assistente;6,93;3,08
Feminino;Divorciado;17;Humanas;8;Florianópolis;Vendas;Auxiliar;9,96;4,68
Masculino;Solteiro;14;Sócio-econômicas;0;Curitiba;Vendas;Auxiliar;3,7;5,74
Masculino;Casado;14;Humanas;14;Rio de Janeiro;Vendas;Auxi ;5,63;9,84
Masculino;Casado;13;Exatas;9;Curitiba;Produção;Auxiliar;1,98;2,82
Masculino;Casado;16;Sócio-econômicas;19;Rio de Janeiro;Vendas;Assistente;18,93;32,68
Masculino;Casado;18;Sócio-econômicas;23;Rio de Janeiro;Pessoal;Assistente;34,03;13,16
Masculino;Solteiro;17;Biológicas;23;Rio de Janeiro;Vendas;Auxiliar;4,46;5,66
Masculino;Casado;16;Sócio-econômicas;8;Florianópolis;Produção;Assistente;16,34;33
Masculino;Solteiro;20;Sócio-econômicas;20;Curitiba;Vendas;Assistente;20,81;24,1
Masculino;Divorciado;18;Exatas;30;Rio de Janeiro;Vendas;Assistente;20,43;24,36
Masculino;Casado;14;Sócio-econômicas;27;Curitiba;Financeiro;Auxiliar;8,24;8,32
Masculino;Divorciado;16;Sócio-econômicas;24;Rio de Janeiro;Pessoal;Assistente;19,86;17,5
Feminino;Divorciado;17;Humanas;15;Rio de Janeiro;Vendas;Assistente;16,01;25,72
Masculino;Solteiro;14;Sócio-econômicas;17;São Paulo;Pessoal;Assistente;6,75;44,73
Masculino;Casado;16;Sócio-econômicas;22;Rio de Janeiro;Vendas;Assistente;18,22;25,18
Masculino;Solteiro;12;Sócio-econômicas;9;Florianópolis;Produção;Auxiliar;4,52;14,76
Feminino;Casado;12;Sócio-econômicas;9;Rio de Janeiro;Produção;Auxiliar;3,7;8,44
Masculino;Casado;18;Exatas;5;Florianópolis;Pessoal;Assistente;8,04;32,02
Masculino;Casado;22;Biológicas;23;Rio de Janeiro;Vendas;Gerente;29,13;47,32
Masculino;Solteiro;15;Humanas;0;São Paulo;Vendas;Auxiliar;6,17;10,96
Feminino;Casado;17;Sócio-econômicas;10;São Paulo;Vendas;Assi ;26,76;43,2
Masculino;Casado;16;Sócio-econômicas;16;Rio de Janeiro;Vendas;Assistente;16,5;23,84
Masculino;Casado;13;Sócio-econômicas;14;Curitiba;Produção;Auxiliar;6,5;17,3
Feminino;Solteiro;10;Sócio-econômicas;3;Rio de Janeiro;Produção;Auxiliar;1,55;2,4
Masculino;Casado;20;Sócio-econômicas;25;Rio de Janeiro;Vendas;Gerente;66,54;68,06
Masculino;Casado;12;Sócio-econômicas;4;Curitiba;Vendas;Assistente;3,87;10,38
Masculino;Casado;17;Sócio-econômicas;26;Rio de Janeiro;Vendas;Gerente;41,56;70,8
Feminino;Casado;18;Sócio-econômicas;24;Curitiba;Vendas;Gerente;35,96;27,72
Masculino;Casado;17;Sócio-econômicas;7;Rio de Janeiro;Financeiro;Assistente;15,85;23,32
Masculino;Casado;25;Sócio-econômicas;28;Rio de Janeiro;Vendas;Gerente;60,08;77,1
Feminino;Casado;9;Humanas;0;Florianópolis;Pessoal;Auxiliar;1,93;13,5
Feminino;Casado;21;Sócio-econômicas;35;Rio de Janeiro;Vendas;Assistente;31,39;42,02
Masculino;Casado;13;Humanas;7;Florianópolis;Vendas;Auxiliar;7,94;31,7
Masculino;Casado;23;Sócio-econômicas;19;São Paulo;Vendas;Gerente;45,7;92,72
Masculino;Casado;21;Sócio-econômicas;27;Rio de Janeiro;Vendas;Gerente;32,96;64,86
Feminino;Casado;13;Sócio-econômicas;8;São Paulo;Financeiro;Auxiliar;8,75;23,58
Masculino;Casado;11;Exatas;29;Rio de Janeiro;Pessoal;Auxiliar;1,83;2,4
Feminino;Casado;11;Humanas;6;Rio de Janeiro;Produção;Auxiliar;1,2;6,81
Masculino;Casado;12;Exatas;13;Florianópolis;Financeiro;Auxiliar;3,87;2,72
Masculino;Casado;20;Exatas;24;Curitiba;Financeiro;Assistente;23,66;79,46
Masculino;Casado;19;Exatas;20;Rio de Janeiro;Vendas;Assistente;14,15;57,78
Feminino;Casado;15;Sócio-econômicas;21;São Paulo;Vendas;Assistente;19,12;32,02
Feminino;Casado;8;Exatas;0;Florianópolis;Produção;Auxiliar;1,41;6,1
Masculino;Solteiro;17;Sócio-econômicas;20;Rio de Janeiro;Vendas;Assistente;27,46;11,4
Feminino;Casado;15;Sócio-econômicas;10;Rio de Janeiro;Vendas;Assistente;11,41;20,84
Feminino;Viúvo;17;Humanas;14;Rio de Janeiro;Vendas;Assistente;4,46;18,34
Masculino;Casado;20;Humanas;30;Rio de Janeiro;Vendas;Gerente;53,3;78,88
Masculino;Casado;13;Sócio-econômicas;10;Curitiba;Pessoal;Assistente;11,03;3,24
Feminino;Casado;9;Exatas;12;São Paulo;Produção;Auxiliar;1,9;3,34
Masculino;Viúvo;17;Humanas;27;Curitiba;Vendas;Assistente;15,37;42,8
Masculino;Casado;19;Sócio-econômicas;21;São Paulo;Vendas;Gerente;26,76;33
Feminino;Casado;14;Exatas;9;Curitiba;Financeiro;Assistente;8,24;14,2
Feminino;Solteiro;12;Sócio-econômicas;17;Rio de Janeiro;Produção;Auxiliar;1,77;3,2
Feminino;Casado;12;Exatas;0;Florianópolis;Produção;Auxiliar;1,04;2,92
Masculino;Casado;19;Exatas;24;Rio de Janeiro;Vendas;Gerente;37,96;46,06
Masculino;Casado;10;Biológicas;4;Rio de Janeiro;Produção;Auxiliar;1,57;2,82
Masculino;Casado;18;Sócio-econômicas;18;Rio de Janeiro;Vendas;Assistente;18,04;42,8
Feminino;Casado;16;Humanas;3;Rio de Janeiro;Financeiro;Auxiliar;10,78;12,84
Feminino;Divorciado;19;Sócio-econômicas;12;Florianópolis;Vend ;Assistente;13,28;19
Masculino;Viúvo;18;Sócio-econômicas;30;Rio de Janeiro;Vendas;Assistente;14,91;32,02
Masculino;Casado;16;Sócio-econômicas;25;Rio de Janeiro;Financeiro;Assistente;20,24;41,24
Feminino;Casado;13;Exatas;0;Rio de Janeiro;Produção;Auxiliar;1,2;3,98
Masculino;Divorciado;14;Exatas;3;São Paulo;Vendas;Auxiliar;4,52;30,74
Masculino;Solteiro;16;Sócio-econômicas;13;Curitiba;Vendas;Assi ;8,24;6,88
Masculino;Divorciado;17;Humanas;10;Rio de Janeiro;Financeiro;Auxiliar;1,86;14,76
Masculino;Viúvo;13;Exatas;11;Curitiba;Financeiro;Auxiliar;2,53;8,8
Masculino;Casado;11;Biológicas;10;Curitiba;Produção;Assistente;6,01;41,68
Masculino;Casado;19;Exatas;22;Rio de Janeiro;Vendas;Gerente;12,86;56,34
Feminino;Solteiro;14;Sócio-econômicas;0;Florianópolis;Vendas;Auxiliar;3,34;15,88
Feminino;Casado;9;Exatas;0;Florianópolis;Produção;Auxiliar;1,35;3,08
Feminino;Casado;13;Humanas;21;Rio de Janeiro;Produção;Auxiliar;1,86;4,24
Masculino;Casado;15;Exatas;7;São Paulo;Financeiro;Auxiliar;3,92;4,98
Masculino;Casado;15;Humanas;18;Curitiba;Vendas;Assistente;9,28;15,88
Masculino;Casado;16;Exatas;14;Rio de Janeiro;Financeiro;Assistente;6,58;20,38
Masculino;Solteiro;15;Exatas;13;São Paulo;Pessoal;Auxiliar;1,2;7,2
Feminino;Casado;15;Exatas;16;Curitiba;Vendas;Assistente;4,28;33
Masculino;Solteiro;14;Exatas;14;São Paulo;Pessoal;Auxiliar;1,12;3,2
Masculino;Divorciado;16;Humanas;3;Curitiba;Produção;Auxiliar;4,92;6,68
Masculino;Casado;14;Sócio-econômicas;28;Rio de Janeiro;Vendas;Assistente; ;21,08
Feminino;Casado;18;Sócio-econômicas;37;Rio de Janeiro;Vendas;Gerente;24,74;10,1
Feminino;Solteiro;13;Humanas;5;Rio de Janeiro;Financeiro;Auxiliar;2,42;3,36
Masculino;Casado;18;Sócio-econômicas;32;Rio de Janeiro;Vendas;Assistente;6,67;19
Feminino;Casado;20;Sócio-econômicas;37;Rio de Janeiro;Vendas;Gerente;47,7;29,82
Feminino;Casa ;13;Humanas;14;Rio de Janeiro;Produção;Auxiliar;1,71;9,44
Masculino;Casado;19;Sócio-econômicas;22;Rio de Janeiro;Vendas;Gerente;21,4;79,46
Masculino;Casado;14;Sócio-econômicas;23; ;Produção;Assistente;18,39;56,34
Masculino;Casado;15;Sócio-econômicas;20;Rio de Janeiro;Vendas;Assistente;11,53;22,3
Feminino;Solteiro;15;Humanas;10;Florianópolis;Produção;Auxiliar;1,83;2,16
Masculino;Casado;14;Sócio-econômicas;23;Rio de Janeiro;Produção;Assistente;7,01;38,6
Masculino;Casado;14;Sócio-econômicas;15;Curitiba;Pessoal;Assistente;7,66;32,36
Masculino;Casado;18;Sócio-econômicas;21;São Paulo;Vendas;Assistente;32,69;40,48
Masculino;Casado;18;Sócio-econômicas;28;Rio de Janeiro;Vendas;Gerente;31,65;39,72
Feminino;Solteiro;17;Exatas;16;Curitiba;Pessoal;Auxiliar;2,27;2,98
Feminino;Casado;8;Exatas;6;Curitiba;Produção;Auxiliar;1,08;7,52
Masculino;Solteiro;16;Sócio-econômicas;2;Florianópolis;Financeiro;Auxiliar;5,32;3,06
Masculino;Solteiro;16;Humanas;15;Rio de Janeiro;Vendas;Assistente;23,03;44,82
Masculino;Casado;16;Sócio-econômicas;23;Rio de Janeiro;Vendas;Gerente;15,22;42,02
Feminino;Casado;12;Exat ;0;Curitiba;Produção;Auxiliar;3,76;15,88
Masculino;Divorciado;17;Sócio-econômicas;22;São Paulo;Vendas;Assistente;11,66;6,98
Masculino;Casado;14;Sócio-econômicas;0;Curitiba;Financeiro;Auxiliar;4,04;27,42
Feminino;Divo ;17;Exatas;17;Rio de Janeiro;Vendas;Auxiliar;3,34;2
Feminino;Divorciado;14;Exatas;21;Rio de Janeiro;Produção;Auxiliar;3,39;18,78
Masculino;Casado;19;Sócio-econômicas;20;Rio de Janeiro;Vendas;Gerente;27,46;58,26
Masculino;Casado;18;Biológicas;27;Rio de Janeiro;Vendas;Gerente;19,12;51,7
Masculino;Casado;19;Biológicas;15;Curitiba;Produção;Assistente;18,57;26,56
Feminino;Casado;8;Exatas;0;Curitiba;Produção;Auxiliar;1,1;3,26
Feminino;Divorciado;12;Exatas;11;Curitiba;Produção;Auxiliar;1,39;2,56
Feminino;Casado;14;Biológicas;21;São Paulo;Vendas;Assistente;11,92;29,52
Masculino;Casado;17;Sócio-econômicas;21;Curitiba;Vendas;Gerente;34,57;77,68
Masculino;Casado;16;Humanas;8;Curitiba;Pessoal;Assistente;7,94;18,56
Masculino;Divorciado;12;Sócio-econômicas;17;Curitiba;Vendas;Auxiliar;5,55;16,68
Masculino;Casado;18;Sócio-econômicas;22;Rio de Janeiro;Vendas;Gerente;28,89;44,42
Masculino;Casado;17;Sócio-econômicas;24;Rio de Janeiro;Vendas;Gerente;27,46;45,64
Feminino;Casado;14;Sócio-econômicas;18;São Paulo;Vendas;Auxiliar;8,24;14,02
Masculino;Casado;16;Humanas;31;Curitiba;Pessoal;Assistente;10,19;22,82
Masculino;Casado;20;Sócio-econômicas;20;Rio de Janeiro;Vendas;Gerente;71,22;146,82
Feminino;Casado;16;Humanas;23;São Paulo;Produção;Assistente;7,19;32,68
Feminino;Solteiro;13;Sócio-econômicas;14;São Paulo;Vendas;Auxiliar;3,65;17,08
Feminino;Casado;15;Exatas;8;Rio de Janeiro;Vendas;Auxiliar;2,78;13
Masculino;Casado;17;Exatas;11;Rio de Janeiro;Vendas;Assistente;12,73;23,58
Masculino;Casado;15;Humanas;13;Curitiba;Produção;Assistente;4,59;21,82
Masculino;Casado;20;Sócio-econômicas;19;Rio de Janeiro;Vendas;Gerente;32,43;86,88
Masculino;Casado;16;Sócio-econômicas;8;Curitiba;Vendas;Assistente;13,71;25,72
Masculino;Casado;13;Biológicas;7;Rio de Janeiro;Pessoal;Auxiliar;6,42;3,48
Feminino;Casado;12;Exatas;13;Florianópolis;Produção;Auxiliar;1,12;17,7
Feminino;Casado;17;Humanas;0;Curitiba;Financeiro;Auxiliar;9,96;25,72
Feminino;Viúvo;14;Sócio-econômicas;18;Rio de Janeiro;Produção;Auxiliar;5,41;18,34
Masculino;Casado;14;Exatas;17;Florianópolis;Financeiro;Auxiliar;4,16;4,1
Masculino;Casado;13;Sócio-econômicas;3;São Paulo;Financeiro;Assistente;6,33;9,96
Feminino;Solteiro;12;Exatas;4;Curitiba;Vendas;Auxiliar;1,12;3,96
Feminino;Casado;13;Humanas;18;São Paulo;Pessoal;Auxiliar;4,46;24,36
Feminino;Casado;14;Exatas;24;Rio de Janeiro;Produção;Auxiliar;8,14;20,38
Masculino;Divorciado;14;Exatas;5;Curitiba;Pessoal;Auxiliar;1,71;3,7
Feminino;Divorciado;15;Exatas;0;Curitiba;Vendas;Auxiliar;2,42;3,82
Feminino;Divorciado;14;Humanas;13;São Paulo;Vendas;Auxiliar;12,45;26,86
Masculino;Casado;16;Sócio-econômicas;26;São Paulo;Vendas;Assistente;15,69;27,42
Masculino;Casado;16;Humanas;11;Curitiba;Vendas;Assistente;11,92;11,56
Masculino;Casado;14;Sócio-econômicas;0;Curitiba;Vendas;Auxiliar;6,75;14,02
Feminino;Casado;14;Sócio-econômicas;16;Rio de Janeiro;Financeiro;Assistente;18,39;16,48
Masculino;Casado;17;Biológicas;19;Rio de Janeiro;Vendas;Assistente;17,17;40,1
Masculino;Casado;21;Sócio-econômicas;38;São Paulo;Vendas;Assistente;66,95;81,9
Feminino;Solteiro;11;Exatas;0;Curitiba;Vendas;Auxiliar;1,15;3,94
Feminino;Casado;14;Sócio-econômicas;17;Rio de Janeiro;Produção;Assistente;5,86;14,2
Masculino;Casado;11;Exatas;6;Florianópolis;Produção;Auxiliar;2,87;3,24
Masculino;Casado;16;Biológicas;14;Curitiba;Vendas;Assistente;9,61;55,38
Masculino;Casado;11;Exatas;0;Curitiba;Produção;Auxiliar;1,71;3,72
Masculino;Casado;19;Sócio-econômicas;10;Florianópolis;Vendas;Assistente;20,05;56,82
Feminino;Casado;16;Humanas;9;Rio de Janeiro;Vendas;Assistente;10,42;3,66
Masculino;Casado;12;Biológicas;6;Curitiba;Produção;Auxiliar;8,04;6,58
Masculino;Casado;14;Exatas;12;Rio de Janeiro;Produção;Auxiliar;1,62;12,34
Feminino;Casado;18;Sócio-econômicas;28;Curitiba;Vendas;Gerente;127,47;77,1
Masculino;Casado;14;Exatas;21;Curitiba;Pessoal;Auxiliar;2,96;11,86
Masculino;Solteiro;14;Humanas;18;Rio de Janeiro;Pessoal;Auxiliar;6,42;46,9
Masculino;Solteiro;16;Humanas;22;Curitiba;Vendas;Assi ;10,3;13,16
Feminino;Casado;15;Sócio-econômicas;23;Rio de Janeiro;Vendas;Assistente;21,21;56,82
Feminino;Casado;14;Sócio-econômicas;8;Rio de Janeiro;Financeiro;Assistente;6,5;21,08
Feminino;Solteiro;16;Sócio-econômicas;17;Rio de Janeiro;Vendas;Auxiliar;10,91;9,18
Feminino;Casado;14;Sócio-econômicas;0;Curitiba;Vendas;Auxiliar;4,98;34,68
Masculino;Casado;19;Exatas;12;Florianópolis;Vendas;Assistente;12,73;52,6
Masculino;Casado;15;Sócio-econômicas;9;Rio de Janeiro;Financeiro;Assistente;8,96;8,2
Feminino;Solteiro;10;Humanas;10;Florianópolis;Produção;Auxiliar;1,71;2,5
Masculino;Viúvo;20;Sócio-econômicas;29;Rio de Janeiro;Vendas;Gerente;31,91;30,44
Masculino;Casado;15;Sócio-econômicas;19;Rio de Janeiro;Pess ;Assistente;23,03;53,52
Feminino;Casado;16;Sócio-econômicas;20;Rio de Janeiro;Vendas;Assistente;8,24;27,42
Masculino;Casado;15;Sócio-econômicas;17;Rio de Janeiro;Produção;Assistente;28,41;44
Masculino;Casado;18;Sócio-econômicas;9;Curitiba;Produção;Assistente;6,01;20,14
Masculino;Casado;18;Exatas;19;Curitiba;Vendas;Assistente;17,69;22,06
Feminino;Solteiro;11;Humanas;9;Florianópolis;Produção;Auxiliar;1,19;3,56
Masculino;Casado;13;Sócio-econômicas;28;Curitiba;Financeiro;Assistente;5,7;6,48
Masculino;Solteiro;17;Sócio-econômicas;18;São Paulo;Vendas;Assistente;13,43;15,32
Feminino;Divorciado;15;Exatas;2;Florianópolis;Produção;Auxiliar;2,3;4,32
Masculino;Casado;14;Sócio-econômicas;15;Curitiba;Vendas;Assistente;12,18;28,3
Masculino;Casado;15;Sócio-econômicas;14;Rio de Janeiro;Financeiro;Assistente;13,57;40,1
Masculino;Casado;18;Humanas;20;Curitiba;Vendas;Assistente;36,52;84,98
Masculino;Divorciado;16;Exatas;16;Rio de Janeiro;Vendas;Auxiliar;10,42;10,38
Feminino;Divorciado;18;Humanas;21;Rio de Janeiro;Vendas;Assistente;12,73;39,34
Masculino;Casado;15;Sócio-econômicas;5;Florianópolis;Vendas;Assistente;4,1;38,6
Masculino;Casado;14;Humanas;11;Curitiba;Vendas;Auxiliar;8,75;15,5
Feminino;Solteiro;15;Exatas;23;Curitiba;Produção;Auxiliar;3,19;4,54
Masculino;Casado;16;Humanas;18;Curitiba;Vendas;Assistente;9,17;31,06
Feminino;Casado;17;Exatas;19;Florianópolis;Vendas;Assistente;7,38;5,92
Feminino;Casado;17;Sócio-econômicas;4;São Paulo;Vendas;Assistente;13,71;16,28
Masculino;Viúvo;16;Exatas;21;Curitiba;Produção;Auxiliar;10,54;6,88
Feminino;Divorciado;16;Sócio-econômicas;22;Rio de Janeiro;Vendas;Assistente;20,43;40,86
Feminino;Casado;13;Humanas;22;Rio de Janeiro;Financeiro;Assistente;15,85;3,98
Feminino;Casado;16;Exatas;18;Florianópolis;Vendas;Assistente;2,19;20,38
Masculino;Solteiro;8;Exatas;1;São Paulo;Produção;Auxiliar;1,21;3,1
Masculino;Casado;13;Humanas;7;São Paulo;Produção;Auxiliar;2,27;14,76
Feminino;Solteiro;12;Biológicas;18;Curitiba;Produção;Auxiliar;2,12;10,24
Feminino;Casado;16;Exatas;13;São Paulo;Vendas;Auxiliar;16,84;27,72
Masculino;Casado;14;Biológicas;12;Curitiba;Vendas;Auxiliar;10,78;18,14
Feminino;Casado;15;Humanas;29;Rio de Janeiro;Vendas;Assistente;17,17;35,72
Feminino;Casado;14;Sócio-econômicas;12;Rio de Janeiro;Vendas;Auxiliar;11,53;19,46
Masculino;Casado;16;Humanas;7;Curitiba;Vendas;Assistente;8,44;6,68
Masculino;Solteiro;11;Exatas;1;São Paulo;Vendas;Auxiliar;2,7;3,66
Masculino;Solteiro;16;Sócio-econômicas;8;Rio de Janeiro;Vendas;Assistente;12,86;15,88
Masculino;Casado;17;Exatas;23;Rio de Janeiro;Vendas;Assistente;21,21;20,38
Masculino;Casado;15;Sócio-econômicas;26;São Paulo;Vendas;Auxiliar;10,66;23,58
Masculino;Casado;16;Sócio-econômicas;33;Rio de Janeiro;Vendas;Gerente;24,52;29,82
Feminino;Viúvo;13;Exatas;2;Florianópolis;Produção;Auxiliar;1,63;2,5
Feminino;Casado;9;Sócio-econômicas;14;Curitiba;Produção;Auxiliar;2,7;7,84
Masculino;Casado;23;Sócio-econômicas;10;São Paulo;Vendas;Gerente;32,43;70,8
Masculino;Divorciado;17;Humanas;20;Curitiba;Vendas;Auxiliar;10,42;12,18
Feminino;Casado;17;Exatas;17;São Paulo;Vendas;Assistente;6,75;20,6
Masculino;Casado;17;Sócio-econômicas;10;Curitiba;Vendas;Assistente;7,75;38,24
Feminino;Viúvo;13;Exatas;3;São Paulo;Financeiro;Auxiliar;1,44;4,47
Masculino;Casado;20;Sócio-econômicas;26;Curitiba;Vendas;Assistente;27,46;75,34
Masculino;Casado;18;Exatas;25;Rio de Janeiro;Vendas;Assistente;12,32;17,5
Masculino;Casado;20;Sócio-econômicas;26;Rio de Janeiro;Vendas;Assistente;42,18;61,26
Masculino;Casado;20;Sócio-econômicas;21;Curitiba;Pessoal;Assistente;21,21;92,72
Feminino;Solteiro;11;Exatas;13;Florianópolis;Produção; ;1,77;12,84
Masculino;Viúvo;17;Sócio-econômicas;16;Rio de Janeiro;Vendas;Assistente;11,15;29,82
Feminino;Solteiro;16;Humanas;21;Curitiba;Vendas;Auxiliar;8,04;6,2
Feminino;Casado;13;Sócio-econômicas;15;Curitiba;Pessoal;Auxiliar;2,83;6,48
Feminino;Casado;14;Biológicas;0;São Paulo;Produção;Auxiliar;2,27;8,92
Feminino;Casado;16;Humanas;16;São Paulo;Vendas;Assistente;6,93;21,82
Feminino;Casado;16;Sócio-econômicas;22;Rio de Janeiro;Vendas;Assistente;22,21;9,3
Masculino;Casado;18;Sócio-econômicas;17;Rio de Janeiro;Financeiro;Assistente;27,93;15,12
Feminino;Solteiro;13;Humanas;13;Curitiba;Financeiro;Auxiliar;4,65;7,62
Feminino;Viúvo;12;Exatas;6;Florianópolis;Pessoal;Auxiliar;1,98;3,56
Masculino;Casado;13;Humanas;21;Curitiba;Vendas;Auxiliar;7,94;8,08
Masculino;Casado;20;Humanas;28;Curitiba;Vendas;Gerente;30,63;83,12
Masculino;Divorciado;19;Sócio-econômicas;19;Rio de Janeiro;Vendas;Assistente;26,99;62,26
Masculino;Casado;12;Humanas;15;Curitiba;Produção;Auxiliar;7,28;8,8
Masculino;Casado;21;Sócio-econômicas;37;Rio de Janeiro;Vendas;Gerente;48,04;69,7
Feminino;Casado;17;Humanas;10;Rio de Janeiro;Vendas;Assistente;14,76;50,36
Masculino;Casado;22;Sócio-econômicas;1;Curitiba;Vendas;Assistente;17,69;45,64
Masculino;Casado;19;Exatas;26;Curitiba;Vendas;Assistente;22,41;40,48
Masc ;Casado;16;Biológicas;23;Curitiba;Financeiro;Assistente;15,06;12,84
Feminino;Casado;17;Humanas;31;Rio de Janeiro;Produção;Assistente;12,59;39,72
Feminino;Casado;16;Humanas;11;Rio de Janeiro;Vendas;Assistente;8,54;17,08
Masculino;Casado;17;Sócio-econômicas;20;Rio de Janeiro;Financeiro;Assistente;13,86;19,92
Masculino;Solteiro;11;Exatas;4;Florianópolis;Produção;Auxiliar;1,61;5,4
Feminino;Casado;16;Humanas;22;São Paulo;Vendas;Assistente;19,67;27,72
Feminino;Casado;17;Sócio-econômicas;23;Rio de Janeiro;Vendas;Assistente;18,57;47,74
Masculino;Casado;16;Humanas;26;Rio de Janeiro;Financeiro;Assistente;6,67;17,7
Feminino;Casado;14;Sócio-econômicas;23;Curitiba;Pessoal;Assistente;26,3;64,34
Masculino;Casado;15;Exatas;26;Rio de Janeiro;Financeiro;Assistente;10,54;83,74
Masculino;Casado;16;Exatas;19;Rio de Janeiro;Vendas;Assistente;12,59;53,52
Feminino;Casado;16;Sócio-econômicas;19;Rio de Janeiro;Produção;Assistente;31,91;49,04
Masculino;Casado;17;Sócio-econômicas;27;Rio de Janeiro;Financeiro;Assistente;32,69;49,92
Masculino;Casado;16;Sócio-econômicas;24;São Paulo;Financeiro;Assistente;15,69;35,04
Masculino;Solteiro;12;Exatas;8;Florianópolis;Produção;Auxiliar;1,63;2,46
Feminino;Casado;17;Sócio-econômicas;16;Rio de Janeiro;Vendas;Gerente;30,63;44,82
Masculino;Casado;16;Sócio-econômicas;12;Rio de Janeiro;Vendas;Assistente;24,09;47,74
Feminino;Casado;16;Sócio-econômicas;20;Rio de Janeiro;Vendas;Assistente;33,76;88,8
Masculino;Casado;13;Biológicas;5;Rio de Janeiro;Financeiro;Assistente;9,17;20,14
Masculino;Casado;16;Sócio-econômicas;16;São Paulo;Pessoal;Assistente;15,22;52,14
Masculino;Casado;14;Exatas;2;São Paulo;Pessoal;Auxiliar;1,58;3,36
Masculino;Casado;20;Exatas;28;Rio de Janeiro;Vendas;Gerente; ;37,5
Masculino;Casado;16;Sócio-econômicas;13;Rio de Janeiro;Produção;Auxiliar;9,39;24,64
Masculino;Divorciado;15;Sócio-econômicas;15;Rio de Janeiro;Vendas;Assistente;10,54;25,18
Feminino;Casado;16;Humanas;20;Rio de Janeiro;Vendas;Auxiliar;3,7;7,62
Feminino;Solteiro;13;Sócio-econômicas;7;Rio de Janeiro;Pessoal;Auxiliar;4,34;2,92
Feminino;Casado;15;Biológicas;20;Florianópolis;Vendas;Auxiliar;4,59;13,86
Masculino;Casado;18;Biológicas;22;Rio de Janeiro;Vendas;Assistente;20,24;108,88
Feminino;Casado;16;Humanas;9;São Paulo;Pessoal;Auxiliar;6,93;31,06
Feminino;Casado;12;Sócio-econômicas;18;São Paulo;Produção;Auxiliar;6,42;8,92
Feminino;Solteiro;10;Exatas;11;Rio de Janeiro;Produção;Auxiliar;1,39;2,54
Masculino;Casado;19;Humanas;29;Rio de Janeiro;Vendas;Gerente;37,09;31,38
Feminino;Casado;20;Sócio-econômicas;13;Rio de Janeiro;Vendas;Assistente;37,09;58,26
Masculino;Casado;15;Sócio-econômicas;15;Rio de Janeiro;Vendas;Assistente;9,61;46,9
Masculino;Casado;16;Sócio-econômicas;7;Curitiba;Financeiro;Assistente;47,55;11,56
Masculino;Solteiro;15;Exatas;19;Curitiba;Vendas;Assistente;5,26;5,92
Feminino;Casado;13;Biológicas;6;Rio de Janeiro;Vendas;Auxiliar;6,17;3,72
Masculino;Solteiro;13;Exatas;0;Curitiba;Pessoal;Auxiliar;3;9,84
Feminino;Casado;17;Exatas;16;Curitiba;Prod ;Auxiliar;3,87;5,66
Masculino;Divorciado;17;Sócio-econômicas;29;Rio de Janeiro;Vendas;Gerente;33,49;71,92
Feminino;Divorciado;11;Sócio-econômicas;0;Curitiba;Produção;Auxiliar;1,74;2,86
Masculino;Casado;13;Exatas;11;Curitiba;Produção;Auxiliar;4,65;7,4
Feminino;Solteiro;9;Biológicas;0;Florianópolis;Produção;Auxiliar;1,04;3,1
Masculino;Casado;19;Sócio-econômicas;21;Curitiba;Vendas;Assistente;12,73;14,76
Masculino;Casado;16;Exatas;10;Rio de Janeiro;Vendas;Auxiliar;8,75;14,94
Feminino;Casado;15;Exatas;0;São Paulo;Financeiro;Auxiliar;4,1;30,44
Masculino;Divorciado;15;Sócio-econômicas;13;Florianópolis;Vendas;Assistente;4,72;23,58
Feminino;Casado;11;Exatas;1;Curitiba;Produção;Auxiliar;1,32;3,36
Feminino;Casado;14;Sócio-econômicas;0;Florianópolis;Vendas;Assistente;5,33;5,66
Masculino;Casado;13;Humanas;5;Florianópolis;Produção;Auxiliar;4,85;9,96
Feminino;Casado;11;Exatas;18;Florianópolis;Produção;Auxiliar;3,24;4,38
Masculino;Casado;16;Sócio-econômicas;13;Curitiba;Vendas;Assistente;25,62;43,2
Masculino;Divorciado;15;Sócio-econômicas;24;São Paulo;Vendas;Assistente;18,75;36,78
